ds,Airports,Class,y
3/19/1990,SYD-BNE,First,651
3/26/1990,SYD-BNE,First,757
4/2/1990,SYD-BNE,First,598
4/9/1990,SYD-BNE,First,600
4/16/1990,SYD-BNE,First,644
4/23/1990,SYD-BNE,First,732
4/30/1990,SYD-BNE,First,671
5/7/1990,SYD-BNE,First,650
5/14/1990,SYD-BNE,First,644
5/21/1990,SYD-BNE,First,660
5/28/1990,SYD-BNE,First,647
6/4/1990,SYD-BNE,First,636
6/11/1990,SYD-BNE,First,716
6/18/1990,SYD-BNE,First,723
6/25/1990,SYD-BNE,First,672
7/2/1990,SYD-BNE,First,582
7/9/1990,SYD-BNE,First,656
7/16/1990,SYD-BNE,First,672
7/23/1990,SYD-BNE,First,586
7/30/1990,SYD-BNE,First,603
8/6/1990,SYD-BNE,First,628
8/13/1990,SYD-BNE,First,661
8/20/1990,SYD-BNE,First,651
8/27/1990,SYD-BNE,First,634
9/3/1990,SYD-BNE,First,584
9/10/1990,SYD-BNE,First,702
9/17/1990,SYD-BNE,First,580
9/24/1990,SYD-BNE,First,590
10/1/1990,SYD-BNE,First,755
10/8/1990,SYD-BNE,First,635
10/15/1990,SYD-BNE,First,757
10/22/1990,SYD-BNE,First,590
10/29/1990,SYD-BNE,First,551
11/5/1990,SYD-BNE,First,610
11/12/1990,SYD-BNE,First,684
11/19/1990,SYD-BNE,First,690
11/26/1990,SYD-BNE,First,530
12/3/1990,SYD-BNE,First,648
12/10/1990,SYD-BNE,First,505
12/17/1990,SYD-BNE,First,189
12/24/1990,SYD-BNE,First,201
1/7/1991,SYD-BNE,First,295
1/14/1991,SYD-BNE,First,409
1/21/1991,SYD-BNE,First,408
1/28/1991,SYD-BNE,First,317
2/4/1991,SYD-BNE,First,489
2/11/1991,SYD-BNE,First,428
2/18/1991,SYD-BNE,First,497
2/25/1991,SYD-BNE,First,453
3/4/1991,SYD-BNE,First,423
3/11/1991,SYD-BNE,First,461
3/18/1991,SYD-BNE,First,455
3/25/1991,SYD-BNE,First,400
4/1/1991,SYD-BNE,First,339
4/8/1991,SYD-BNE,First,422
4/15/1991,SYD-BNE,First,382
4/22/1991,SYD-BNE,First,401
4/29/1991,SYD-BNE,First,467
5/6/1991,SYD-BNE,First,397
5/13/1991,SYD-BNE,First,372
5/20/1991,SYD-BNE,First,444
5/27/1991,SYD-BNE,First,416
6/3/1991,SYD-BNE,First,379
6/10/1991,SYD-BNE,First,499
6/17/1991,SYD-BNE,First,465
6/24/1991,SYD-BNE,First,458
7/1/1991,SYD-BNE,First,468
7/8/1991,SYD-BNE,First,448
7/15/1991,SYD-BNE,First,422
7/22/1991,SYD-BNE,First,534
7/29/1991,SYD-BNE,First,362
8/5/1991,SYD-BNE,First,425
8/12/1991,SYD-BNE,First,343
8/19/1991,SYD-BNE,First,458
8/26/1991,SYD-BNE,First,462
9/2/1991,SYD-BNE,First,447
9/9/1991,SYD-BNE,First,343
9/16/1991,SYD-BNE,First,459
9/23/1991,SYD-BNE,First,546
9/30/1991,SYD-BNE,First,517
10/7/1991,SYD-BNE,First,464
10/14/1991,SYD-BNE,First,423
10/21/1991,SYD-BNE,First,402
10/28/1991,SYD-BNE,First,398
11/4/1991,SYD-BNE,First,376
11/11/1991,SYD-BNE,First,470
11/18/1991,SYD-BNE,First,458
11/25/1991,SYD-BNE,First,407
12/2/1991,SYD-BNE,First,356
12/9/1991,SYD-BNE,First,419
12/16/1991,SYD-BNE,First,407
12/23/1991,SYD-BNE,First,233
12/30/1991,SYD-BNE,First,263
1/6/1992,SYD-BNE,First,261
1/13/1992,SYD-BNE,First,261
1/20/1992,SYD-BNE,First,232
1/27/1992,SYD-BNE,First,326
2/3/1992,SYD-BNE,First,608
2/10/1992,SYD-BNE,First,920
2/17/1992,SYD-BNE,First,929
2/24/1992,SYD-BNE,First,859
3/2/1992,SYD-BNE,First,925
3/9/1992,SYD-BNE,First,899
3/16/1992,SYD-BNE,First,967
3/23/1992,SYD-BNE,First,1119
3/30/1992,SYD-BNE,First,929
4/6/1992,SYD-BNE,First,924
4/13/1992,SYD-BNE,First,886
4/20/1992,SYD-BNE,First,841
4/27/1992,SYD-BNE,First,906
5/4/1992,SYD-BNE,First,915
5/11/1992,SYD-BNE,First,894
5/18/1992,SYD-BNE,First,947
5/25/1992,SYD-BNE,First,820
6/1/1992,SYD-BNE,First,879
6/8/1992,SYD-BNE,First,724
6/15/1992,SYD-BNE,First,794
6/22/1992,SYD-BNE,First,709
6/29/1992,SYD-BNE,First,711
7/6/1992,SYD-BNE,First,685
7/13/1992,SYD-BNE,First,658
7/20/1992,SYD-BNE,First,615
7/27/1992,SYD-BNE,First,619
8/3/1992,SYD-BNE,First,608
8/10/1992,SYD-BNE,First,585
8/17/1992,SYD-BNE,First,672
8/24/1992,SYD-BNE,First,719
8/31/1992,SYD-BNE,First,710
9/7/1992,SYD-BNE,First,707
9/14/1992,SYD-BNE,First,762
9/21/1992,SYD-BNE,First,663
9/28/1992,SYD-BNE,First,715
10/5/1992,SYD-BNE,First,675
10/12/1992,SYD-BNE,First,667
10/19/1992,SYD-BNE,First,748
10/26/1992,SYD-BNE,First,736
11/2/1992,SYD-BNE,First,605
11/9/1992,SYD-BNE,First,719
11/16/1992,SYD-BNE,First,694
11/23/1992,SYD-BNE,First,773
7/10/1989,SYD-OOL,Business,136
7/17/1989,SYD-OOL,Business,166
7/24/1989,SYD-OOL,Business,150
7/31/1989,SYD-OOL,Business,220
8/7/1989,SYD-OOL,Business,197
8/14/1989,SYD-OOL,Business,95
8/21/1989,SYD-OOL,Business,0
8/28/1989,SYD-OOL,Business,0
9/4/1989,SYD-OOL,Business,0
9/11/1989,SYD-OOL,Business,0
9/18/1989,SYD-OOL,Business,0
9/25/1989,SYD-OOL,Business,0
10/2/1989,SYD-OOL,Business,0
10/9/1989,SYD-OOL,Business,0
10/16/1989,SYD-OOL,Business,0
10/23/1989,SYD-OOL,Business,19
10/30/1989,SYD-OOL,Business,0
11/6/1989,SYD-OOL,Business,5
11/13/1989,SYD-OOL,Business,10
11/20/1989,SYD-OOL,Business,10
11/27/1989,SYD-OOL,Business,27
12/4/1989,SYD-OOL,Business,39
12/11/1989,SYD-OOL,Business,42
12/18/1989,SYD-OOL,Business,73
12/25/1989,SYD-OOL,Business,38
1/1/1990,SYD-OOL,Business,18
1/8/1990,SYD-OOL,Business,94
1/15/1990,SYD-OOL,Business,118
1/22/1990,SYD-OOL,Business,101
1/29/1990,SYD-OOL,Business,158
2/5/1990,SYD-OOL,Business,158
2/12/1990,SYD-OOL,Business,165
2/19/1990,SYD-OOL,Business,163
2/26/1990,SYD-OOL,Business,156
3/5/1990,SYD-OOL,Business,127
3/12/1990,SYD-OOL,Business,141
3/19/1990,SYD-OOL,Business,123
3/26/1990,SYD-OOL,Business,113
4/2/1990,SYD-OOL,Business,201
4/9/1990,SYD-OOL,Business,228
4/16/1990,SYD-OOL,Business,151
4/23/1990,SYD-OOL,Business,258
4/30/1990,SYD-OOL,Business,205
5/7/1990,SYD-OOL,Business,175
5/14/1990,SYD-OOL,Business,149
5/21/1990,SYD-OOL,Business,105
5/28/1990,SYD-OOL,Business,212
6/4/1990,SYD-OOL,Business,155
6/11/1990,SYD-OOL,Business,146
6/18/1990,SYD-OOL,Business,88
6/25/1990,SYD-OOL,Business,134
7/2/1990,SYD-OOL,Business,221
7/9/1990,SYD-OOL,Business,180
7/16/1990,SYD-OOL,Business,146
7/23/1990,SYD-OOL,Business,159
7/30/1990,SYD-OOL,Business,115
8/6/1990,SYD-OOL,Business,183
8/13/1990,SYD-OOL,Business,137
8/20/1990,SYD-OOL,Business,211
8/27/1990,SYD-OOL,Business,206
9/3/1990,SYD-OOL,Business,161
9/10/1990,SYD-OOL,Business,172
9/17/1990,SYD-OOL,Business,188
9/24/1990,SYD-OOL,Business,240
10/1/1990,SYD-OOL,Business,239
10/8/1990,SYD-OOL,Business,214
10/15/1990,SYD-OOL,Business,182
10/22/1990,SYD-OOL,Business,157
10/29/1990,SYD-OOL,Business,248
11/5/1990,SYD-OOL,Business,184
11/12/1990,SYD-OOL,Business,183
11/19/1990,SYD-OOL,Business,194
11/26/1990,SYD-OOL,Business,117
12/3/1990,SYD-OOL,Business,191
12/10/1990,SYD-OOL,Business,135
12/17/1990,SYD-OOL,Business,126
12/24/1990,SYD-OOL,Business,222
1/7/1991,SYD-OOL,Business,159
1/14/1991,SYD-OOL,Business,181
1/21/1991,SYD-OOL,Business,146
1/28/1991,SYD-OOL,Business,98
2/4/1991,SYD-OOL,Business,103
2/11/1991,SYD-OOL,Business,123
2/18/1991,SYD-OOL,Business,125
2/25/1991,SYD-OOL,Business,110
3/4/1991,SYD-OOL,Business,106
3/11/1991,SYD-OOL,Business,161
3/18/1991,SYD-OOL,Business,197
3/25/1991,SYD-OOL,Business,201
4/1/1991,SYD-OOL,Business,134
4/8/1991,SYD-OOL,Business,170
4/15/1991,SYD-OOL,Business,135
4/22/1991,SYD-OOL,Business,157
4/29/1991,SYD-OOL,Business,210
5/6/1991,SYD-OOL,Business,122
5/13/1991,SYD-OOL,Business,144
5/20/1991,SYD-OOL,Business,140
5/27/1991,SYD-OOL,Business,119
6/3/1991,SYD-OOL,Business,163
6/10/1991,SYD-OOL,Business,135
6/17/1991,SYD-OOL,Business,144
6/24/1991,SYD-OOL,Business,92
7/1/1991,SYD-OOL,Business,101
7/8/1991,SYD-OOL,Business,93
7/15/1991,SYD-OOL,Business,164
7/22/1991,SYD-OOL,Business,142
7/29/1991,SYD-OOL,Business,115
8/5/1991,SYD-OOL,Business,111
8/12/1991,SYD-OOL,Business,129
8/19/1991,SYD-OOL,Business,96
8/26/1991,SYD-OOL,Business,74
9/2/1991,SYD-OOL,Business,123
9/9/1991,SYD-OOL,Business,100
9/16/1991,SYD-OOL,Business,75
9/23/1991,SYD-OOL,Business,122
9/30/1991,SYD-OOL,Business,144
10/7/1991,SYD-OOL,Business,126
10/14/1991,SYD-OOL,Business,156
10/21/1991,SYD-OOL,Business,107
10/28/1991,SYD-OOL,Business,138
11/4/1991,SYD-OOL,Business,120
11/11/1991,SYD-OOL,Business,164
11/18/1991,SYD-OOL,Business,134
11/25/1991,SYD-OOL,Business,112
12/2/1991,SYD-OOL,Business,97
12/9/1991,SYD-OOL,Business,100
12/16/1991,SYD-OOL,Business,104
12/23/1991,SYD-OOL,Business,59
12/30/1991,SYD-OOL,Business,155
1/6/1992,SYD-OOL,Business,85
1/13/1992,SYD-OOL,Business,93
1/20/1992,SYD-OOL,Business,86
1/27/1992,SYD-OOL,Business,83
2/3/1992,SYD-OOL,Business,82
2/10/1992,SYD-OOL,Business,97
2/17/1992,SYD-OOL,Business,89
2/24/1992,SYD-OOL,Business,136
3/2/1992,SYD-OOL,Business,105
3/9/1992,SYD-OOL,Business,84
3/16/1992,SYD-OOL,Business,253
3/23/1992,SYD-OOL,Business,655
3/30/1992,SYD-OOL,Business,399
4/6/1992,SYD-OOL,Business,555
4/13/1992,SYD-OOL,Business,636
4/20/1992,SYD-OOL,Business,630
4/27/1992,SYD-OOL,Business,527
5/4/1992,SYD-OOL,Business,386
5/11/1992,SYD-OOL,Business,622
5/18/1992,SYD-OOL,Business,487
5/25/1992,SYD-OOL,Business,437
6/1/1992,SYD-OOL,Business,419
6/8/1992,SYD-OOL,Business,463
6/15/1992,SYD-OOL,Business,295
6/22/1992,SYD-OOL,Business,240
6/29/1992,SYD-OOL,Business,255
7/6/1992,SYD-OOL,Business,355
7/13/1992,SYD-OOL,Business,343
7/20/1992,SYD-OOL,Business,270
7/27/1992,SYD-OOL,Business,233
8/3/1992,SYD-OOL,Business,186
8/10/1992,SYD-OOL,Business,255
8/17/1992,SYD-OOL,Business,266
8/24/1992,SYD-OOL,Business,280
8/31/1992,SYD-OOL,Business,231
9/7/1992,SYD-OOL,Business,200
9/14/1992,SYD-OOL,Business,293
9/21/1992,SYD-OOL,Business,235
9/28/1992,SYD-OOL,Business,318
10/5/1992,SYD-OOL,Business,359
10/12/1992,SYD-OOL,Business,269
10/19/1992,SYD-OOL,Business,167
10/26/1992,SYD-OOL,Business,251
11/2/1992,SYD-OOL,Business,234
11/9/1992,SYD-OOL,Business,259
11/16/1992,SYD-OOL,Business,339
11/23/1992,SYD-OOL,Business,309
6/29/1987,SYD-OOL,Economy,3013
7/6/1987,SYD-OOL,Economy,3431
7/13/1987,SYD-OOL,Economy,3606
7/20/1987,SYD-OOL,Economy,2740
7/27/1987,SYD-OOL,Economy,2491
8/3/1987,SYD-OOL,Economy,2725
8/10/1987,SYD-OOL,Economy,3205
8/17/1987,SYD-OOL,Economy,3417
8/24/1987,SYD-OOL,Economy,4042
8/31/1987,SYD-OOL,Economy,3287
9/7/1987,SYD-OOL,Economy,3680
9/14/1987,SYD-OOL,Economy,3912
9/28/1987,SYD-OOL,Economy,4858
10/5/1987,SYD-OOL,Economy,5451
10/12/1987,SYD-OOL,Economy,4290
10/19/1987,SYD-OOL,Economy,4184
10/26/1987,SYD-OOL,Economy,4039
11/2/1987,SYD-OOL,Economy,4036
11/9/1987,SYD-OOL,Economy,3885
11/16/1987,SYD-OOL,Economy,3747
11/23/1987,SYD-OOL,Economy,3386
11/30/1987,SYD-OOL,Economy,3649
12/7/1987,SYD-OOL,Economy,3452
12/14/1987,SYD-OOL,Economy,3508
12/21/1987,SYD-OOL,Economy,4595
12/28/1987,SYD-OOL,Economy,5754
1/4/1988,SYD-OOL,Economy,6345
1/4/1988,SYD-OOL,Economy,5739
1/11/1988,SYD-OOL,Economy,5095
1/18/1988,SYD-OOL,Economy,4631
1/25/1988,SYD-OOL,Economy,3967
2/1/1988,SYD-OOL,Economy,3692
2/8/1988,SYD-OOL,Economy,4381
2/15/1988,SYD-OOL,Economy,3936
2/22/1988,SYD-OOL,Economy,3531
2/29/1988,SYD-OOL,Economy,3500
3/7/1988,SYD-OOL,Economy,3553
3/14/1988,SYD-OOL,Economy,3661
3/21/1988,SYD-OOL,Economy,5242
3/28/1988,SYD-OOL,Economy,4884
4/4/1988,SYD-OOL,Economy,3526
4/11/1988,SYD-OOL,Economy,3346
4/18/1988,SYD-OOL,Economy,3323
4/25/1988,SYD-OOL,Economy,3789
5/2/1988,SYD-OOL,Economy,3651
5/9/1988,SYD-OOL,Economy,4036
5/16/1988,SYD-OOL,Economy,3750
5/23/1988,SYD-OOL,Economy,3732
5/30/1988,SYD-OOL,Economy,3896
6/6/1988,SYD-OOL,Economy,4397
6/13/1988,SYD-OOL,Economy,4363
6/20/1988,SYD-OOL,Economy,4764
6/27/1988,SYD-OOL,Economy,5610
7/4/1988,SYD-OOL,Economy,5172
7/11/1988,SYD-OOL,Economy,4679
7/18/1988,SYD-OOL,Economy,4344
7/25/1988,SYD-OOL,Economy,4347
8/1/1988,SYD-OOL,Economy,4875
8/8/1988,SYD-OOL,Economy,4720
8/15/1988,SYD-OOL,Economy,5060
8/22/1988,SYD-OOL,Economy,4673
8/29/1988,SYD-OOL,Economy,4740
9/5/1988,SYD-OOL,Economy,5335
9/12/1988,SYD-OOL,Economy,5848
9/19/1988,SYD-OOL,Economy,6496
9/26/1988,SYD-OOL,Economy,5356
10/3/1988,SYD-OOL,Economy,5380
10/10/1988,SYD-OOL,Economy,4798
10/17/1988,SYD-OOL,Economy,4647
10/24/1988,SYD-OOL,Economy,4280
10/31/1988,SYD-OOL,Economy,4471
11/7/1988,SYD-OOL,Economy,4269
11/14/1988,SYD-OOL,Economy,4266
11/21/1988,SYD-OOL,Economy,4176
11/28/1988,SYD-OOL,Economy,3963
12/5/1988,SYD-OOL,Economy,4193
12/12/1988,SYD-OOL,Economy,4101
12/19/1988,SYD-OOL,Economy,5803
12/26/1988,SYD-OOL,Economy,6220
1/2/1989,SYD-OOL,Economy,5248
1/9/1989,SYD-OOL,Economy,4711
1/16/1989,SYD-OOL,Economy,4345
1/23/1989,SYD-OOL,Economy,3621
1/30/1989,SYD-OOL,Economy,4537
2/6/1989,SYD-OOL,Economy,4351
2/13/1989,SYD-OOL,Economy,3806
2/20/1989,SYD-OOL,Economy,4036
2/27/1989,SYD-OOL,Economy,3571
3/6/1989,SYD-OOL,Economy,3706
3/13/1989,SYD-OOL,Economy,5322
3/20/1989,SYD-OOL,Economy,5160
3/27/1989,SYD-OOL,Economy,3917
4/3/1989,SYD-OOL,Economy,3343
4/10/1989,SYD-OOL,Economy,2551
4/17/1989,SYD-OOL,Economy,3512
4/24/1989,SYD-OOL,Economy,3691
5/1/1989,SYD-OOL,Economy,2821
5/8/1989,SYD-OOL,Economy,3116
5/15/1989,SYD-OOL,Economy,3057
5/22/1989,SYD-OOL,Economy,2594
5/29/1989,SYD-OOL,Economy,3110
6/5/1989,SYD-OOL,Economy,3631
6/12/1989,SYD-OOL,Economy,3501
6/19/1989,SYD-OOL,Economy,3172
6/26/1989,SYD-OOL,Economy,3921
7/3/1989,SYD-OOL,Economy,3379
7/10/1989,SYD-OOL,Economy,2909
7/17/1989,SYD-OOL,Economy,2855
7/24/1989,SYD-OOL,Economy,3085
7/31/1989,SYD-OOL,Economy,3175
8/7/1989,SYD-OOL,Economy,2773
8/14/1989,SYD-OOL,Economy,1353
8/21/1989,SYD-OOL,Economy,0
8/28/1989,SYD-OOL,Economy,0
9/4/1989,SYD-OOL,Economy,0
9/11/1989,SYD-OOL,Economy,0
9/18/1989,SYD-OOL,Economy,0
9/25/1989,SYD-OOL,Economy,0
10/2/1989,SYD-OOL,Economy,0
10/9/1989,SYD-OOL,Economy,0
10/16/1989,SYD-OOL,Economy,0
10/23/1989,SYD-OOL,Economy,324
10/30/1989,SYD-OOL,Economy,0
11/6/1989,SYD-OOL,Economy,263
11/13/1989,SYD-OOL,Economy,680
11/20/1989,SYD-OOL,Economy,1282
11/27/1989,SYD-OOL,Economy,2093
12/4/1989,SYD-OOL,Economy,2293
12/11/1989,SYD-OOL,Economy,2533
12/18/1989,SYD-OOL,Economy,3207
12/25/1989,SYD-OOL,Economy,4692
1/1/1990,SYD-OOL,Economy,4739
1/8/1990,SYD-OOL,Economy,3841
1/15/1990,SYD-OOL,Economy,3752
1/22/1990,SYD-OOL,Economy,3728
1/29/1990,SYD-OOL,Economy,2956
2/5/1990,SYD-OOL,Economy,3146
2/12/1990,SYD-OOL,Economy,3085
2/19/1990,SYD-OOL,Economy,2808
2/26/1990,SYD-OOL,Economy,2458
3/5/1990,SYD-OOL,Economy,2343
3/12/1990,SYD-OOL,Economy,2364
3/19/1990,SYD-OOL,Economy,2391
3/26/1990,SYD-OOL,Economy,2786
4/2/1990,SYD-OOL,Economy,4388
4/9/1990,SYD-OOL,Economy,5270
4/16/1990,SYD-OOL,Economy,3519
4/23/1990,SYD-OOL,Economy,3716
4/30/1990,SYD-OOL,Economy,3101
5/7/1990,SYD-OOL,Economy,2970
5/14/1990,SYD-OOL,Economy,2802
5/21/1990,SYD-OOL,Economy,2523
5/28/1990,SYD-OOL,Economy,3280
6/4/1990,SYD-OOL,Economy,3176
6/11/1990,SYD-OOL,Economy,2738
6/18/1990,SYD-OOL,Economy,2849
6/25/1990,SYD-OOL,Economy,2942
7/2/1990,SYD-OOL,Economy,3477
7/9/1990,SYD-OOL,Economy,3509
7/16/1990,SYD-OOL,Economy,2476
7/23/1990,SYD-OOL,Economy,2637
7/30/1990,SYD-OOL,Economy,2603
8/6/1990,SYD-OOL,Economy,2869
8/13/1990,SYD-OOL,Economy,2621
8/20/1990,SYD-OOL,Economy,3040
8/27/1990,SYD-OOL,Economy,3295
9/3/1990,SYD-OOL,Economy,3685
9/10/1990,SYD-OOL,Economy,5005
9/17/1990,SYD-OOL,Economy,4622
9/24/1990,SYD-OOL,Economy,5115
10/1/1990,SYD-OOL,Economy,4005
10/8/1990,SYD-OOL,Economy,3994
10/15/1990,SYD-OOL,Economy,3696
10/22/1990,SYD-OOL,Economy,3634
10/29/1990,SYD-OOL,Economy,3402
11/5/1990,SYD-OOL,Economy,3672
11/12/1990,SYD-OOL,Economy,3462
11/19/1990,SYD-OOL,Economy,3589
11/26/1990,SYD-OOL,Economy,3931
12/3/1990,SYD-OOL,Economy,3932
12/10/1990,SYD-OOL,Economy,4540
12/17/1990,SYD-OOL,Economy,5962
12/24/1990,SYD-OOL,Economy,6091
1/7/1991,SYD-OOL,Economy,5732
1/14/1991,SYD-OOL,Economy,5320
1/21/1991,SYD-OOL,Economy,4778
1/28/1991,SYD-OOL,Economy,4051
2/4/1991,SYD-OOL,Economy,3421
2/11/1991,SYD-OOL,Economy,3207
2/18/1991,SYD-OOL,Economy,3468
2/25/1991,SYD-OOL,Economy,2929
3/4/1991,SYD-OOL,Economy,3060
3/11/1991,SYD-OOL,Economy,3383
3/18/1991,SYD-OOL,Economy,3574
3/25/1991,SYD-OOL,Economy,4369
4/1/1991,SYD-OOL,Economy,3517
4/8/1991,SYD-OOL,Economy,2782
4/15/1991,SYD-OOL,Economy,2776
4/22/1991,SYD-OOL,Economy,3206
4/29/1991,SYD-OOL,Economy,2968
5/6/1991,SYD-OOL,Economy,2884
5/13/1991,SYD-OOL,Economy,2845
5/20/1991,SYD-OOL,Economy,2854
5/27/1991,SYD-OOL,Economy,2657
6/3/1991,SYD-OOL,Economy,3077
6/10/1991,SYD-OOL,Economy,3673
6/17/1991,SYD-OOL,Economy,3491
6/24/1991,SYD-OOL,Economy,3696
7/1/1991,SYD-OOL,Economy,4378
7/8/1991,SYD-OOL,Economy,4591
7/15/1991,SYD-OOL,Economy,4353
7/22/1991,SYD-OOL,Economy,3770
7/29/1991,SYD-OOL,Economy,3401
8/5/1991,SYD-OOL,Economy,3347
8/12/1991,SYD-OOL,Economy,3923
8/19/1991,SYD-OOL,Economy,3903
8/26/1991,SYD-OOL,Economy,4597
9/2/1991,SYD-OOL,Economy,4916
9/9/1991,SYD-OOL,Economy,4331
9/16/1991,SYD-OOL,Economy,4018
9/23/1991,SYD-OOL,Economy,5672
9/30/1991,SYD-OOL,Economy,5471
10/7/1991,SYD-OOL,Economy,6145
10/14/1991,SYD-OOL,Economy,5860
10/21/1991,SYD-OOL,Economy,5241
10/28/1991,SYD-OOL,Economy,4923
11/4/1991,SYD-OOL,Economy,5118
11/11/1991,SYD-OOL,Economy,5145
11/18/1991,SYD-OOL,Economy,5259
11/25/1991,SYD-OOL,Economy,5681
12/2/1991,SYD-OOL,Economy,5756
12/9/1991,SYD-OOL,Economy,5737
12/16/1991,SYD-OOL,Economy,6104
12/23/1991,SYD-OOL,Economy,7120
12/30/1991,SYD-OOL,Economy,7573
1/6/1992,SYD-OOL,Economy,6971
1/13/1992,SYD-OOL,Economy,5679
1/20/1992,SYD-OOL,Economy,5521
1/27/1992,SYD-OOL,Economy,4052
2/3/1992,SYD-OOL,Economy,4649
2/10/1992,SYD-OOL,Economy,4246
2/17/1992,SYD-OOL,Economy,3930
2/24/1992,SYD-OOL,Economy,3952
3/2/1992,SYD-OOL,Economy,3714
3/9/1992,SYD-OOL,Economy,3816
3/16/1992,SYD-OOL,Economy,3868
3/23/1992,SYD-OOL,Economy,3738
3/30/1992,SYD-OOL,Economy,3158
4/6/1992,SYD-OOL,Economy,4147
4/13/1992,SYD-OOL,Economy,4595
4/20/1992,SYD-OOL,Economy,4061
4/27/1992,SYD-OOL,Economy,3734
5/4/1992,SYD-OOL,Economy,3646
5/11/1992,SYD-OOL,Economy,4760
5/18/1992,SYD-OOL,Economy,4444
5/25/1992,SYD-OOL,Economy,4027
6/1/1992,SYD-OOL,Economy,4088
6/8/1992,SYD-OOL,Economy,4360
6/15/1992,SYD-OOL,Economy,4121
6/22/1992,SYD-OOL,Economy,4776
6/29/1992,SYD-OOL,Economy,4914
7/6/1992,SYD-OOL,Economy,5383
7/13/1992,SYD-OOL,Economy,5556
7/20/1992,SYD-OOL,Economy,5454
7/27/1992,SYD-OOL,Economy,4563
8/3/1992,SYD-OOL,Economy,4986
8/10/1992,SYD-OOL,Economy,5054
8/17/1992,SYD-OOL,Economy,5171
8/24/1992,SYD-OOL,Economy,5874
8/31/1992,SYD-OOL,Economy,5282
9/7/1992,SYD-OOL,Economy,5519
9/14/1992,SYD-OOL,Economy,6086
9/21/1992,SYD-OOL,Economy,5824
9/28/1992,SYD-OOL,Economy,6960
10/5/1992,SYD-OOL,Economy,6817
10/12/1992,SYD-OOL,Economy,6001
10/19/1992,SYD-OOL,Economy,4733
10/26/1992,SYD-OOL,Economy,5740
11/2/1992,SYD-OOL,Economy,5844
11/9/1992,SYD-OOL,Economy,6155
11/16/1992,SYD-OOL,Economy,5926
11/23/1992,SYD-OOL,Economy,6334
6/29/1987,SYD-OOL,First,163
7/6/1987,SYD-OOL,First,159
7/13/1987,SYD-OOL,First,181
7/20/1987,SYD-OOL,First,163
7/27/1987,SYD-OOL,First,106
8/3/1987,SYD-OOL,First,137
8/10/1987,SYD-OOL,First,192
8/17/1987,SYD-OOL,First,168
8/24/1987,SYD-OOL,First,203
8/31/1987,SYD-OOL,First,176
9/7/1987,SYD-OOL,First,168
9/14/1987,SYD-OOL,First,211
9/28/1987,SYD-OOL,First,285
10/5/1987,SYD-OOL,First,229
10/12/1987,SYD-OOL,First,193
10/19/1987,SYD-OOL,First,229
10/26/1987,SYD-OOL,First,240
11/2/1987,SYD-OOL,First,209
11/9/1987,SYD-OOL,First,161
11/16/1987,SYD-OOL,First,181
11/23/1987,SYD-OOL,First,209
11/30/1987,SYD-OOL,First,199
12/7/1987,SYD-OOL,First,207
12/14/1987,SYD-OOL,First,195
12/21/1987,SYD-OOL,First,221
12/28/1987,SYD-OOL,First,242
1/4/1988,SYD-OOL,First,373
1/4/1988,SYD-OOL,First,361
1/11/1988,SYD-OOL,First,220
1/18/1988,SYD-OOL,First,216
1/25/1988,SYD-OOL,First,188
2/1/1988,SYD-OOL,First,219
2/8/1988,SYD-OOL,First,183
2/15/1988,SYD-OOL,First,165
2/22/1988,SYD-OOL,First,214
2/29/1988,SYD-OOL,First,176
3/7/1988,SYD-OOL,First,171
3/14/1988,SYD-OOL,First,183
3/21/1988,SYD-OOL,First,292
3/28/1988,SYD-OOL,First,241
4/4/1988,SYD-OOL,First,154
4/11/1988,SYD-OOL,First,218
4/18/1988,SYD-OOL,First,150
4/25/1988,SYD-OOL,First,245
5/2/1988,SYD-OOL,First,143
5/9/1988,SYD-OOL,First,155
5/16/1988,SYD-OOL,First,171
5/23/1988,SYD-OOL,First,177
5/30/1988,SYD-OOL,First,208
6/6/1988,SYD-OOL,First,225
6/13/1988,SYD-OOL,First,172
6/20/1988,SYD-OOL,First,185
6/27/1988,SYD-OOL,First,233
7/4/1988,SYD-OOL,First,245
7/11/1988,SYD-OOL,First,227
7/18/1988,SYD-OOL,First,271
7/25/1988,SYD-OOL,First,196
8/1/1988,SYD-OOL,First,240
8/8/1988,SYD-OOL,First,168
8/15/1988,SYD-OOL,First,221
8/22/1988,SYD-OOL,First,210
8/29/1988,SYD-OOL,First,200
9/5/1988,SYD-OOL,First,224
9/12/1988,SYD-OOL,First,217
9/19/1988,SYD-OOL,First,202
9/26/1988,SYD-OOL,First,171
10/3/1988,SYD-OOL,First,205
10/10/1988,SYD-OOL,First,182
10/17/1988,SYD-OOL,First,198
10/24/1988,SYD-OOL,First,204
10/31/1988,SYD-OOL,First,300
11/7/1988,SYD-OOL,First,235
11/14/1988,SYD-OOL,First,326
11/21/1988,SYD-OOL,First,262
11/28/1988,SYD-OOL,First,313
12/5/1988,SYD-OOL,First,201
12/12/1988,SYD-OOL,First,202
12/19/1988,SYD-OOL,First,219
12/26/1988,SYD-OOL,First,316
1/2/1989,SYD-OOL,First,302
1/9/1989,SYD-OOL,First,334
1/16/1989,SYD-OOL,First,254
1/23/1989,SYD-OOL,First,174
1/30/1989,SYD-OOL,First,196
2/6/1989,SYD-OOL,First,246
